Date,Bankroll,Outcome,Stake,CumulativeProfit
2024-03-04,26380.06710426951,Win,382.42561270477427,25380.06710426951
2024-03-09,26214.23421777504,Lose,165.83288649446894,25214.23421777504
2024-03-09,26520.893644347474,Win,578.6026916461032,25520.893644347474
2024-03-10,25719.00063408833,Lose,801.8930102591444,24719.00063408833
2024-03-10,25449.548172233357,Lose,269.4524618549749,24449.548172233357
2024-03-13,25853.15883070898,Win,917.2969510809592,24853.15883070898
2024-03-30,26200.831530601034,Win,695.3453997841093,25200.831530601034
2024-03-30,26507.356751521635,Win,638.5942102512485,25507.356751521635
2024-03-31,26733.75948738972,Win,628.8964885224618,25733.75948738972
2024-03-31,26037.014081393754,Lose,696.7454059959691,25037.014081393754
2024-04-02,26581.52165616365,Win,680.6344684623698,25581.52165616365
2024-04-03,25573.60567053824,Lose,1007.9159856254123,24573.60567053824
2024-04-03,25776.073997995,Win,506.1708186419046,24776.073997995
2024-04-06,26196.33532478036,Win,627.2557116199396,25196.33532478036
2024-04-06,26409.558211700012,Win,343.90788212847116,25409.558211700012
2024-04-06,26899.93203381901,Win,980.747644237995,25899.93203381901
2024-04-07,27059.893152817527,Win,399.90279749629906,26059.893152817527
2024-04-07,27263.740132078376,Win,617.7181189722696,26263.740132078376
2024-04-13,27601.983374829313,Win,939.5645631970485,26601.983374829313
2024-04-13,27903.87486693417,Win,1041.0051451891584,26903.87486693417
2024-04-14,27499.785961090543,Lose,404.08890584362763,26499.785961090543
2024-04-14,26824.687259648912,Lose,675.09870144163,25824.687259648912
2024-04-20,27382.843578781565,Win,979.2216125134288,26382.843578781565
2024-04-21,28114.98814363757,Win,915.1807060700065,27114.98814363757
2024-04-21,28310.44326126236,Win,444.2161764199843,27310.44326126236
2024-04-23,28761.52893640439,Win,851.1050474377926,27761.52893640439
2024-04-24,29086.591116820404,Win,902.9505011555935,28086.591116820404
2024-04-25,29336.830341473567,Win,500.47844930632965,28336.830341473567
2024-04-27,29147.95953704923,Lose,188.87080442433697,28147.95953704923
2024-04-27,29463.500315745372,Win,956.1841778670969,28463.500315745372
2024-04-28,29148.517608032802,Lose,314.98270771257074,28148.517608032802
2024-04-28,29548.89650758934,Win,800.7577991130744,28548.89650758934
2024-05-04,29862.37822187374,Win,1044.9390476146737,28862.37822187374
2024-05-04,30186.383407712903,Win,981.8338964823092,29186.383407712903
2024-05-05,30431.413404778643,Win,612.574992664345,29431.413404778643
2024-05-05,30624.268832122638,Win,771.4217093759836,29624.268832122638
2024-05-11,30220.124772143583,Lose,404.14405997905357,29220.124772143583
2024-05-11,30358.57775639254,Win,384.5916229137749,29358.57775639254
2024-05-13,30552.90884290523,Win,588.8820803414869,29552.90884290523
2024-05-14,30107.75038608538,Lose,445.15845681985076,29107.75038608538
2024-05-19,30366.914662685896,Win,647.910691501294,29366.914662685896
2024-05-19,30618.880618842395,Win,699.905433768048,29618.880618842395
2024-08-17,29876.321760598184,Lose,742.5588582442101,28876.321760598184
2024-08-17,29555.407298138227,Lose,320.9144624599583,28555.407298138227
2024-08-17,29343.278854149383,Lose,212.12844398884442,28343.278854149383
2024-08-17,30300.864081939006,Win,1196.9815347370295,29300.864081939006
2024-08-18,29453.495206177875,Lose,847.368875761129,28453.495206177875
2024-08-19,28404.105105628358,Lose,1049.3901005495156,27404.105105628358
2024-08-24,28687.741273899832,Win,318.6923239005326,27687.741273899832
2024-08-24,29080.877782403473,Win,1310.4550283454766,28080.877782403473
2024-08-24,27870.44630177723,Lose,1210.431480626243,26870.44630177723
2024-08-24,27583.193827523293,Lose,287.2524742539365,26583.193827523293
2024-08-25,26864.260654524045,Lose,718.9331729992482,25864.260654524045
2024-08-31,26509.871505663683,Lose,354.38914886036355,25509.871505663683
2024-08-31,26925.020457280007,Win,568.6971939949664,25925.020457280007
2024-08-31,27653.384339626213,Win,791.6998721154409,26653.384339626213
2024-09-01,26959.676253718015,Lose,693.7080859081984,25959.676253718015
2024-09-01,27338.304418027023,Win,1051.7449008583542,26338.304418027023
2024-09-01,27641.690615088806,Win,689.5140842313288,26641.690615088806
2024-09-14,28138.17907873049,Win,680.1211830707987,27138.17907873049
2024-09-15,27577.700595535436,Lose,560.478483195054,26577.700595535436
2024-09-21,27905.70361866715,Win,911.1195086992038,26905.70361866715
2024-09-22,28966.737437613323,Win,1020.224825909781,27966.737437613323
2024-09-22,29223.574998584765,Win,298.64832671098037,28223.574998584765
